ABSTIMMUNGSTAG,STAT_VORLAGE_ID,VORLAGE_KURZBEZ,VORLAGE_LANGBEZ,VORLAGENART,ABSTIMMUNGSART_BEZ,JA_ANTEIL_PROZENT,STIMMBETEILIGUNG,JA_STIMMEN,NEIN_STIMMEN,EINGELEGTE_STIMMEN,GÜLTIGE_STIMMEN,UNGÜLTIGE_STIMMEN,LEERE_STIMMEN,ANNEHMENDE_GEBIETE,ABLEHNENDE_GEBIETE,URL_VOLKSABSTIMMUNG,URL_ZEITUNG,URL_AMTSBLATT
"27.09.1970",622,"Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Art. für die Förderung von Sport","Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 27quinquies betreffend die Förderung von Turnen und Sport","Obligatorisches Referendum","eidgenössisch",77.8,59.05,128498,36667,170242,165165,0,0,167,1,,,
"27.09.1970",623,"Volksinitiative «Recht auf Wohnung und Ausbau des Familienschutzes»","Volksinitiative «Recht auf Wohnung und Ausbau des Familienschutzes»","Volksinitiative","eidgenössisch",50.73,59.06,83987,81554,170279,165541,0,0,18,150,,,
"15.11.1970",1567,"Verfassungsgesetz über die Änderung von Artikel 16 der Staatsverfassung (Frauenstimmrecht)","Verfassungsgesetz über die Änderung von Artikel 16 der Staatsverfassung (Frauenstimmrecht)","Obligatorisches Referendum","kantonal",67.02,61.54,115830,57008,176642,172838,18,3786,108,60,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19701115_Volksabstimmung.pdf",,
"15.11.1970",1568,"Beschluss des Kantonsrates über die Verlegung der landwirtschaftlichen Schule Strickhof nach Lindau","Beschluss des Kantonsrates über die Verlegung der landwirtschaftlichen Schule Strickhof nach Eschikon-Lindau (37:75 Mio.)","Obligatorisches Referendum","kantonal",71.44,61.54,122154,48833,176642,170987,16,5639,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19701115_Volksabstimmung.pdf",,
"15.11.1970",624,"Bundesbeschluss über die Änderung der Finanzordnung des Bundes","Bundesbeschluss über die Änderung der Finanzordnung des Bundes","Obligatorisches Referendum","eidgenössisch",69.18,59.41,114424,50973,171591,165397,0,0,161,7,,,
"07.02.1971",1571,"Beschluss des Kantonsrates über einen Kredit für die Anlage eines neuen Botanischen Gartens der Uni","Beschluss des Kantonsrates über die Bewilligung eines Kredites für die Anlage eines neuen Botanischen Gartens und Errichtung von Neubauten für die Botanischen Institute der Universität Zürich (31:8 Mio.)","Obligatorisches Referendum","kantonal",65.62,56.78,222387,116540,360726,338927,96,21703,128,40,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710207_Volksabstimmung.pdf",,
"07.02.1971",1574,"Beschluss des Kantonsrates über einen Kredit für den Bau der kantonalen psychiatrischen Klinik","Beschluss des Kantonsrates über die Bewilligung eines Kredites für den Bau der kantonalen psychiatrischen Klinik ""Hard"" in Embrach (82:2 Mio.)","Obligatorisches Referendum","kantonal",79.05,56.78,269185,71331,360726,340516,78,20132,167,1,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710207_Volksabstimmung.pdf",,
"07.02.1971",1573,"Änderung des Gerichtsverfassungsgesetzes und der Zivilprozessordnung","Änderung des Gerichtsverfassungsgesetzes und der Zivilprozessordnung","Obligatorisches Referendum","kantonal",83.26,56.78,262488,52759,360726,315247,165,45314,164,4,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710207_Volksabstimmung.pdf",,
"07.02.1971",1572,"Gesetz über die Zusatzleistungen zur eidg. Alters-: Hinterlassenen- und Invalidenversicherung","Gesetz über die Zusatzleistungen zur eidgenössischen Alters-: Hinterlassenen- und Invalidenversicherung","Obligatorisches Referendum","kantonal",94.18,56.78,322705,19941,360726,342646,84,17996,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710207_Volksabstimmung.pdf",,
"07.02.1971",625,"Bundesbeschluss über die Einführung des Frauenstimm- und -wahlrechts in eidgenös. Angelegenheiten","Bundesbeschluss über die Einführung des Frauenstimm- und Wahlrechts in eidgenössischen Angelegenheiten","Obligatorisches Referendum","eidgenössisch",66.83,62.34,119631,59375,181136,179006,0,0,117,51,,,
"07.02.1971",1569,"Änderung des Einführungsgesetzes zum Bundesgesetz über die Nationalstrassen","Änderung des Einführungsgesetzes zum Bundesgesetz über die Nationalstrassen","Obligatorisches Referendum","kantonal",79.56,56.78,246051,63228,360726,309279,149,51298,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710207_Volksabstimmung.pdf",,
"07.02.1971",1570,"Gesetz über die Vorführung von Filmen (Filmgesetz)","Gesetz über die Vorführung von Filmen (Filmgesetz)","Obligatorisches Referendum","kantonal",69.56,56.78,231476,101314,360726,332790,169,27767,157,11,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710207_Volksabstimmung.pdf",,
"14.03.1971",1576,"Gesetz über die Teilverlegung der Universität (600 Mio.)","Gesetz über die Teilverlegung der Universität (600 Mio.)","Obligatorisches Referendum","kantonal",62.58,56.96,217052,129804,362875,346856,69,15950,166,2,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710314_Volksabstimmung.pdf",,
"14.03.1971",1575,"Gesetz über das Halten von Hunden","Gesetz über das Halten von Hunden","Obligatorisches Referendum","kantonal",59.89,56.96,204950,137270,362875,342220,286,20369,145,23,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710314_Volksabstimmung.pdf",,
"14.03.1971",1578,"Ergänzung des Gesetzes über die Ausbildung von Lehrkräften für die  Primarschule","Ergänzung des Gesetzes über die Ausbildung von Lehrkräften für die  Primarschule","Obligatorisches Referendum","kantonal",85.89,56.96,287839,47283,362875,335122,101,27652,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710314_Volksabstimmung.pdf",,
"14.03.1971",1577,"Gesetz über die öffentlichen Ruhetage und über die Verkaufszeiten im Detailhandel","Gesetz über die öffentlichen Ruhetage und über die Verkaufszeiten im Detailhandel","Obligatorisches Referendum","kantonal",72.05,56.96,248628,96431,362875,345059,95,17721,167,1,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710314_Volksabstimmung.pdf",,
"06.06.1971",627,"Bundesbeschluss über die Weiterführung der Finanzordnung des Bundes","Bundesbeschluss über die Weiterführung der Finanzordnung des Bundes","Obligatorisches Referendum","eidgenössisch",95.32,43.9,261346,12820,281528,274166,0,0,168,0,,,
"06.06.1971",626,"Ergänzung der Bundesverfassung betreffend dem Schutz des Menschen und seiner Umwelt","Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 24septies betreffend den Schutz des Menschen und seiner natürlichen Umwelt gegen schädliche oder lästige Einwirkungen","Obligatorisches Referendum","eidgenössisch",76.21,43.69,199602,62306,280181,261908,0,0,168,0,,,
"06.06.1971",1584,"Beschluss des Kantonsrates über einen Kredit für eine Anlage für die Kantonsschule Zürich-Oerlikon","Beschluss des Kantonsrates über die Bewilligung eines Kredites für die Erstellung einer Schulhausanlage für die Kantonsschule Zürich-Oerlikon (52:4 Mio.)","Obligatorisches Referendum","kantonal",64.85,50.88,196783,106665,324311,303448,55,20808,145,23,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710606_Volksabstimmung.pdf",,
"06.06.1971",1583,"Änderung des Gesetzes betreffend das Strassenwesen","Änderung des Gesetzes betreffend das Strassenwesen","Obligatorisches Referendum","kantonal",64.03,50.88,177595,99777,324311,277372,83,46856,162,6,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710606_Volksabstimmung.pdf",,
"06.06.1971",1582,"Gesetz über die Verlegung des Schuljahrbeginns und Dauer der Schulpflicht","Gesetz über die Verlegung des Schuljahrbeginns und Dauer der Schulpflicht","Obligatorisches Referendum","kantonal",50.02,50.88,152079,151947,324311,304026,79,20206,46,122,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710606_Volksabstimmung.pdf",,
"06.06.1971",1579,"Änderung der Art. 3O und 31 der Staatsverfassung (Finanzreferendum)","Änderung der Art. 3O und 31 der Staatsverfassung (Finanzreferendum)","Obligatorisches Referendum","kantonal",72.03,50.88,192225,74648,324311,266873,75,57363,155,13,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710606_Volksabstimmung.pdf",,
"06.06.1971",1580,"Gesetz über den Beitritt des Kantons Zürich zum Konkordat über die Schulkoordination","Gesetz über den Beitritt des Kantons Zürich zum Konkordat über die Schulkoordination","Obligatorisches Referendum","kantonal",71.68,50.88,215043,84956,324311,299999,78,24234,139,29,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710606_Volksabstimmung.pdf",,
"06.06.1971",1581,"Beschluss des Kantonsrates über einen Kredit für eine Anlage für die Kantonsschule Zürcher Unterland","Beschluss des Kantonsrates über die Bewilligung eines Kredites für die Erstellung einer Schulhausanlage für die Kantonsschule Zürcher Unterland in Bülach (30:2 Mio.)","Obligatorisches Referendum","kantonal",68.92,50.88,209647,94530,324311,304177,37,20097,157,11,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710606_Volksabstimmung.pdf",,
"26.09.1971",1586,"Änderung des Gesetzes über das Gesundheitswesen","Änderung des Gesetzes über das Gesundheitswesen","Obligatorisches Referendum","kantonal",86.74,33.64,168202,25709,215605,193911,36,21658,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710926_Volksabstimmung.pdf",,
"26.09.1971",1585,"Gesetz über die Organisation und die Geschäftsordnung des Kantonsrates","Gesetz über die Organisation und die Geschäftsordnung des Kantonsrates","Obligatorisches Referendum","kantonal",83.63,33.64,158339,31000,215605,189339,38,26228,166,2,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19710926_Volksabstimmung.pdf",,
"05.12.1971",1587,"Änderung des Gesetzes über Kinderzulagen für Arbeitnehmer","Änderung des Gesetzes über Kinderzulagen für Arbeitnehmer","Obligatorisches Referendum","kantonal",83.01,36.02,181501,37155,231157,218656,20,12481,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19711205_Volksabstimmung.pdf",,
"05.12.1971",1588,"Gesetz über die Alters-: Invaliditäts- und Hinterbliebenenversicherung des Staatspersonals","Gesetz über die Alters-: Invaliditäts- und Hinterbliebenenversicherung des Staatspersonals","Obligatorisches Referendum","kantonal",78.98,36.02,171488,45643,231157,217131,21,14005,164,4,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19711205_Volksabstimmung.pdf",,
"05.03.1972",1589,"Initiativbegehren Thomas Fries betreffend Aufhebung der Studiengebühren an der Universität Zürich","Initiativbegehren Thomas Fries betreffend Aufhebung der Studiengebühren an der Universität Zürich","Obligatorisches Referendum","kantonal",36.18,48.57,107024,188790,312855,295814,27,17014,0,168,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19720305_Volksabstimmung.pdf",,
"05.03.1972",630,"Bundesbeschluss betreffend einen Artikel über die Allgemeinverbindlicherklärung der Mieter","Bundesbeschluss betreffend die Ergänzung der Bundesverfassung durch einen Artikel 34septies über die Allgemeinverbindlicherklärung von Mietverträgen und Massnahmen zum Schutze der Mieter","Obligatorisches Referendum","eidgenössisch",88.97,46.1,254279,31535,298170,285814,0,0,168,0,,,
"05.03.1972",628,"Volksinitiative «zur Förderung des Wohnungsbaues»","Volksinitiative «zur Förderung des Wohnungsbaues»","Volksinitiative mit Gegenvorschlag: Initiative","eidgenössisch",35.17,46.17,98090,180845,298613,289402,0,0,0,168,,,
"05.03.1972",629,"Gegenentwurf zur Volksinitiative «zur Förderung des Wohnungsbaues»","Gegenentwurf zur Volksinitiative «zur Förderung des Wohnungsbaues»","Volksinitiative mit Gegenvorschlag: Gegenvorschlag","eidgenössisch",61.02,46.17,164427,105056,298613,289402,0,0,159,9,,,
"04.06.1972",1591,"Verfassungsgesetz über den Regionalen öffentlicher Verkehr","Verfassungsgesetz über die Änderung von Artikel 26 der Staatsverfassung (Regionaler öffentlicher Verkehr)","Obligatorisches Referendum","kantonal",82.57,48.62,223584,47205,313005,270789,39,42177,167,1,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19720604_Volksabstimmung.pdf",,
"04.06.1972",1592,"Gesetz über den regionalen öffentlichen Verkehr","Gesetz über den regionalen öffentlichen Verkehr","Obligatorisches Referendum","kantonal",82.54,48.62,224543,47502,313005,272045,31,40929,167,1,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19720604_Volksabstimmung.pdf",,
"04.06.1972",1590,"Volksinitiative für den Schulbeginn im Frühling","Volksinitiative für den Schulbeginn im Frühling","Volksinitiative","kantonal",64.02,48.62,192304,108083,313005,300387,57,12561,162,6,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19720604_Volksabstimmung.pdf",,
"04.06.1972",631,"Bundesbeschluss über Massnahmen zur Stabilisierung des Baumarktes","Bundesbeschluss über Massnahmen zur Stabilisierung des Baumarktes","Obligatorisches Referendum","eidgenössisch",85.92,42.02,223751,36652,272100,260403,0,0,168,0,,,
"04.06.1972",632,"Bundesbeschluss über den Schutz der Währung","Bundesbeschluss über den Schutz der Währung","Obligatorisches Referendum","eidgenössisch",91.04,42,235180,23137,271924,258317,0,0,168,0,,,
"24.09.1972",633,"Volksinitiative «für eine vermehrte Rüstungskontrolle und ein Waffenausfuhrverbot»","Volksinitiative «für eine vermehrte Rüstungskontrolle und ein Waffenausfuhrverbot»","Volksinitiative","eidgenössisch",48.76,46.79,145461,152859,303968,298320,0,0,16,152,,,
"24.09.1972",1596,"Gesetz über die Änderung des Lehrerbesoldungsgesetzes","Gesetz über die Änderung des Lehrerbesoldungsgesetzes","Obligatorisches Referendum","kantonal",76.66,50.42,224703,68423,326927,326778,36,33765,153,15,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19720924_Volksabstimmung.pdf",,
"24.09.1972",1597,"Änderung des Einführungsgesetzes über die Arbeitslosenversicherung und die Arbeitsvermittlung","Änderung des Einführungsgesetzes zu den Bundesgesetzen über die Arbeitslosenversicherung und die Arbeitsvermittlung vom 22. Juni 1951","Obligatorisches Referendum","kantonal",68.41,50.42,194401,89768,326927,326734,58,42700,127,41,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19720924_Volksabstimmung.pdf",,
"24.09.1972",1595,"Änderung des Einführungsgesetzes zum Schweizerischen Zivilgesetzbuch","Änderung des Einführungsgesetzes zum Schweizerischen Zivilgesetzbuch (Aufhebung des Konkubinatsverbotes)","Obligatorisches Referendum","kantonal",69.13,50.42,212198,94739,326927,326794,55,19935,126,42,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19720924_Volksabstimmung.pdf",,
"24.09.1972",1593,"Änderung des Gesetzes über die Wahlen und Abstimmungen","Änderung des Gesetzes über die Wahlen und Abstimmungen","Obligatorisches Referendum","kantonal",80.14,50.42,226994,56265,326927,326749,51,43617,156,12,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19720924_Volksabstimmung.pdf",,
"24.09.1972",1594,"Änderung des Gesetzes über Verkehrsabgaben und den Vollzug des Strassenverkehrsrechtes des Bundes","Änderung des Gesetzes über Verkehrsabgaben und den Vollzug des Strassenverkehrsrechtes des Bundes","Obligatorisches Referendum","kantonal",63.51,50.42,181838,104465,326927,326769,51,40573,73,95,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19720924_Volksabstimmung.pdf",,
"03.12.1972",634,"Volksinitiative «zur Einführung einer Volkspension»","Volksinitiative «zur Einführung einer Volkspension»","Volksinitiative mit Gegenvorschlag: Initiative","eidgenössisch",16.51,58.26,57988,293299,379510,374325,0,0,0,168,,,
"03.12.1972",635,"Gegenentwurf zur Volksinitiative «zur Einführung einer Volkspension»","Volksinitiative «zur Einführung einer Volkspension»: Gegenentwurf zur Volksinitiative «zur Einführung einer Volkspension»","Volksinitiative mit Gegenvorschlag: Gegenvorschlag","eidgenössisch",78.07,58.26,280874,78910,379510,374325,0,0,168,0,,,
"03.12.1972",636,"Abkommen zwischen Eidgenossenschaft: EWG und den Mitgliedstaaten der EG für Kohle & Stahl","Bundesbeschluss über die Abkommen zwischen der Schweizerischen Eidgenossenschaft und der Europäischen Wirtschaftsgemeinschaft sowie den Mitgliedstaaten der Europäischen Gemeinschaft für Kohle und Stahl","Obligatorisches Referendum","eidgenössisch",74.12,58.14,271743,94868,378739,366611,0,0,166,2,,,
"04.03.1973",637,"Bundesbeschluss über die Änderung der Bundesverfassung betreffend das Bildungswesen","Bundesbeschluss über die Änderung der Bundesverfassung betreffend das Bildungswesen","Obligatorisches Referendum","eidgenössisch",54.19,36.55,122927,103919,238426,226846,0,0,85,83,,,
"04.03.1973",638,"Bundesbeschluss über die Ergänzung der BV betreffend die Förderung der wissenschaftlichen Forschung","Bundesbeschluss über die Ergänzung der Bundesverfassung betreffend die Förderung der wissenschaftlichen Forschung","Obligatorisches Referendum","eidgenössisch",68.48,36.46,154467,71095,237821,225562,0,0,142,26,,,
"04.03.1973",1603,"Beschluss des Kanonsrates eines Kredites für die Erstellung einer Schulanlage für das Oberseminar","Beschluss des Kanonsrates über die Bewilligung eines Kredites für die Erstellung einer Schulanlage für das kantonale Oberseminar (20:3 Mio.)","Obligatorisches Referendum","kantonal",56.17,41.01,142424,111117,267448,253541,55,13852,101,67,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19730304_Volksabstimmung.pdf",,
"04.03.1973",1602,"Beschluss des Kantonsrates über einen Kredit für die Erweiterungsbauten beim kantonalen Krankenheim","Beschluss des Kantonsrates über die Bewilligung eines Kredites für die Erweiterungsbauten beim kantonalen Krankenheim Wülflingen (27:18 Mio.)","Obligatorisches Referendum","kantonal",81.29,41.01,208308,47936,267448,256244,32,11172,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19730304_Volksabstimmung.pdf",,
"04.03.1973",1601,"Ergänzung des Einführungsgesetzes zum ZGB (Ferien für Lehrlinge und jugendliche Arbeitnehmer)","Ergänzung des Einführungsgesetzes zum ZGB (Ferien für Lehrlinge und jugendliche Arbeitnehmer)","Obligatorisches Referendum","kantonal",67.43,40.79,169910,82087,266050,251997,44,14009,140,28,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19730304_Volksabstimmung.pdf",,
"04.03.1973",1600,"Änderung des Gesetzes betreffend die Organisation und Geschäftsordnung des Regierungsrates","Änderung des Gesetzes betreffend die Organisation und Geschäftsordnung des Regierungsrates und seiner Direktionen (Ausgabenvollzugskompetenzen)","Obligatorisches Referendum","kantonal",66.21,40.79,155795,79518,266050,235313,35,30702,146,22,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19730304_Volksabstimmung.pdf",,
"04.03.1973",1599,"Gesetz über die Beseitigung von ausgedienten Fahrzeugen und Schrott","Gesetz über die Beseitigung von ausgedienten Fahrzeugen und Schrott","Obligatorisches Referendum","kantonal",87.93,41.01,227882,31288,267448,259170,22,8256,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19730304_Volksabstimmung.pdf",,
"04.03.1973",1598,"Gesetz über die Beitragsleistungen des Staates für Altersheime: Heime und Werkstätten für Invalide","Gesetz über die Beitragsleistungen des Staates für Altersheime sowie Heime: Eingliederungsstätten und Werkstätten für Invalide","Obligatorisches Referendum","kantonal",93.09,40.79,240358,17851,266050,258209,18,7823,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19730304_Volksabstimmung.pdf",,
"20.05.1973",639,"Bundesbeschluss über die Aufhebung des Jesuiten- und des Klosterartikels der Bundesverfassung","Bundesbeschluss über die Aufhebung des Jesuiten- und des Klosterartikels der Bundesverfassung (Art. 51 und 52)","Obligatorisches Referendum","eidgenössisch",47.17,58.12,174676,195661,379457,370337,0,0,37,131,,,
"20.05.1973",1604,"Beschluss des Kantonsrates über einen Kredit für den Ausbau des öffentlichen Verkehrs in der Region","Beschluss des Kantonsrates über die Bewilligung eines Kredites für den Ausbau des öffentlichen Verkehrs in der Region Zürich (599:2 Mio.)","Obligatorisches Referendum","kantonal",43.09,64.22,177352,234225,419276,411577,156,7543,34,134,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19730520_Volksabstimmung.pdf",,
"23.09.1973",1606,"Gesetz über den Beitritt des Kantons zum Konkordat über die Gewährung gegenseitiger Rechtshilfe","Gesetz über den Beitritt des Kantons Zürich zum Konkordat über die Gewährung gegenseitiger Rechtshilfe zur Vollstreckung öffentlicher Ansprüche","Obligatorisches Referendum","kantonal",75.77,34.11,155317,49663,223277,204980,24,18273,147,21,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19730923_Volksabstimmung.pdf",,
"23.09.1973",1605,"Beschluss des Kantonsrates über einen Kredit für die zusätzliche Förderung des Wohnungsbaues","Beschluss des Kantonsrates über die Bewilligung eines Kredites für die zusätzliche Förderung des Wohnungsbaues im Kanton Zürich (40 Mio.)","Obligatorisches Referendum","kantonal",61.25,34.11,131224,83020,223277,214244,26,9007,64,104,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19730923_Volksabstimmung.pdf",,
